sample_key,gold_answer,reasoner_answer,final_answer,reasoner_correct,final_correct
qa_3265,A,C,C,0,0
qa_3383,B,B,B,1,1
medqa_274,C,C,C,1,1
medqa_6554,B,B,B,1,1
qa_11449,A,B,A,0,1
medqa_6718,B,B,B,1,1
medqa_328,B,B,B,1,1
qa_7683,D,C,C,0,0
MedXpertQA_773,D,D,D,1,1
qa_8615,A,A,A,1,1
qa_3413,A,B,B,0,0
medqa_4104,C,C,C,1,1
qa_1316,D,D,D,1,1
qa_3292,C,A,A,0,0
qa_7733,B,B,B,1,1
MedXpertQA_753,A,E,E,0,0
qa_8177,B,B,B,1,1
qa_6069,A,A,A,1,1
qa_3565,B,B,B,1,1
qa_2368,A,A,A,1,1
qa_6344,A,A,A,1,1
qa_5909,A,A,A,1,1
medqa_4798,C,C,C,1,1
qa_3680,C,D,D,0,0
MedXpertQA_884,I,I,I,1,1
qa_9508,B,C,C,0,0
qa_2652,B,B,B,1,1
qa_2899,A,A,A,1,1
qa_1177,C,B,B,0,0
qa_4702,A,A,A,1,1
medqa_131,B,B,B,1,1
MMLU_1074,D,D,D,1,1
medqa_4217,C,C,C,1,1
qa_8796,A,A,A,1,1
qa_4078,C,C,C,1,1
qa_7908,C,C,C,1,1
qa_4151,C,B,B,0,0
medqa_758,A,A,A,1,1
qa_6620,A,A,A,1,1
qa_2145,C,C,C,1,1
medqa_52,C,C,C,1,1
qa_3914,C,B,B,0,0
pubmedqa_99,A,A,A,1,1
qa_8643,B,B,B,1,1
medqa_5251,B,B,B,1,1
qa_6744,B,B,B,1,1
huatuo_5475,A,A,A,1,1
qa_1894,D,D,D,1,1
medmcqa_2000,B,B,B,1,1
qa_7941,C,D,C,0,1
qa_1407,B,B,B,1,1
medmcqa_415,A,A,A,1,1
qa_6948,C,A,A,0,0
qa_6291,E,B,B,0,0
medqa_7459,D,D,D,1,1
MedXpertQA_444,A,A,A,1,1
medqa_5773,A,A,A,1,1
qa_3915,C,C,C,1,1
qa_523,D,D,D,1,1
medmcqa_2392,D,D,D,1,1
medqa_4830,A,A,A,1,1
qa_1314,A,A,A,1,1
pubmedqa_unlabeled_3900,B,B,B,1,1
MedXpertQA_568,E,D,D,0,0
medqa_7259,D,D,D,1,1
qa_1663,D,D,D,1,1
qa_3061,D,D,D,1,1
pubmedqa_artificial_6621,A,A,A,1,1
medqa_848,D,A,A,0,0
qa_8476,B,A,A,0,0
qa_4264,D,D,D,1,1
qa_2131,A,A,A,1,1
medqa_6937,C,C,C,1,1
MMLU_929,D,D,D,1,1
qa_6942,D,D,D,1,1
qa_8077,A,A,A,1,1
qa_6072,B,B,B,1,1
qa_8975,D,D,D,1,1
qa_4257,A,A,A,1,1
qa_1712,C,C,C,1,1
qa_3721,A,A,A,1,1
qa_9428,D,B,B,0,0
qa_8404,D,D,D,1,1
qa_8531,D,D,D,1,1
medqa_5841,D,D,D,1,1
qa_6452,D,D,D,1,1
huatuo_5301,C,C,C,1,1
qa_7937,B,B,B,1,1
qa_6368,B,B,B,1,1
MedXpertQA_503,G,F,F,0,0
qa_8249,A,A,A,1,1
qa_4842,B,A,A,0,0
huatuo_4656,A,A,A,1,1
MedXpertQA_635,I,E,E,0,0
qa_3693,D,D,D,1,1
qa_1438,C,C,C,1,1
qa_3019,D,D,D,1,1
MMLU_840,B,B,B,1,1
medmcqa_1596,B,D,D,0,0
qa_3584,A,A,A,1,1
MMLU_1085,B,C,C,0,0
qa_3374,B,B,B,1,1
qa_2146,C,C,C,1,1
qa_9752,A,A,A,1,1
qa_3626,A,D,A,0,1
huatuo_8920,B,C,C,0,0
qa_2085,A,A,A,1,1
medqa_6941,B,B,B,1,1
qa_255,C,C,C,1,1
huatuo_4483,D,D,D,1,1
MedXpertQA_924,F,B,B,0,0
qa_7613,B,B,B,1,1
pubmedqa_artificial_5493,A,A,A,1,1
qa_827,A,A,A,1,1
qa_1420,C,C,C,1,1
qa_9380,A,A,A,1,1
medqa_6872,A,A,A,1,1
medqa_978,C,C,C,1,1
qa_6176,A,A,A,1,1
medqa_4515,A,A,A,1,1
qa_3135,C,A,A,0,0
qa_3678,D,D,D,1,1
MedXpertQA_162,B,B,B,1,1
qa_1015,B,B,B,1,1
pubmedqa_artificial_1879,A,A,A,1,1
medqa_341,B,B,B,1,1
qa_3488,B,B,B,1,1
qa_1952,D,D,D,1,1
qa_1105,C,C,C,1,1
qa_1037,D,D,D,1,1
qa_7693,C,B,B,0,0
MedXpertQA_248,B,A,G,0,0
qa_9200,B,B,B,1,1
qa_3615,A,A,A,1,1
huatuo_4684,E,A,A,0,0
medqa_4128,A,A,A,1,1
qa_6457,A,A,A,1,1
medqa_7340,C,C,C,1,1
medqa_7434,A,A,A,1,1
medqa_4112,A,A,A,1,1
qa_8256,B,B,B,1,1
qa_2306,B,B,B,1,1
medqa_7109,B,B,B,1,1
medmcqa_1314,D,D,D,1,1
qa_740,B,C,C,0,0
qa_1619,C,A,A,0,0
medqa_4976,D,D,D,1,1
qa_1174,A,A,A,1,1
medqa_5921,B,B,B,1,1
qa_7694,A,A,A,1,1
qa_6864,B,B,B,1,1
medqa_677,D,D,D,1,1
qa_3381,B,B,B,1,1
medqa_884,D,D,D,1,1
qa_2981,A,A,A,1,1
qa_5457,D,D,D,1,1
MedXpertQA_32,F,C,C,0,0
qa_2780,D,D,D,1,1
qa_2350,B,B,B,1,1
medqa_586,B,B,B,1,1
medqa_5882,D,D,D,1,1
MMLU_999,D,D,D,1,1
qa_1085,A,A,A,1,1
qa_3604,D,D,D,1,1
qa_5180,B,C,C,0,0
qa_3982,D,A,A,0,0
qa_9312,D,D,D,1,1
medmcqa_1674,A,A,A,1,1
medmcqa_3459,A,C,A,0,1
qa_3643,C,B,B,0,0
qa_3034,A,A,A,1,1
qa_6909,A,A,A,1,1
medqa_7375,D,D,B,1,0
qa_3193,A,B,B,0,0
qa_6245,A,A,A,1,1
qa_3051,A,A,A,1,1
MMLU_987,B,B,B,1,1
medqa_6011,A,B,B,0,0
medqa_5,C,C,C,1,1
qa_1291,D,D,D,1,1
qa_2837,C,C,C,1,1
qa_8496,A,A,A,1,1
medqa_4947,C,B,B,0,0
medqa_905,C,C,C,1,1
qa_3210,D,D,A,1,0
qa_9124,C,C,C,1,1
qa_3972,D,D,D,1,1
qa_4419,A,A,A,1,1
qa_8782,B,B,B,1,1
medqa_112,A,A,A,1,1
qa_2074,C,B,B,0,0
qa_1910,B,B,B,1,1
qa_8414,A,A,A,1,1
qa_2467,A,A,A,1,1
qa_9149,A,A,A,1,1
qa_1312,B,B,B,1,1
qa_3645,C,A,A,0,0
MedXpertQA_394,J,A,A,0,0
huatuo_4739,D,D,D,1,1
qa_6505,C,B,B,0,0
medqa_5237,D,C,C,0,0
medqa_4219,A,A,A,1,1
qa_660,E,A,A,0,0
qa_273,B,B,B,1,1
medqa_7507,B,A,A,0,0
qa_8803,D,B,B,0,0
qa_1523,B,A,B,0,1
qa_4027,D,D,D,1,1
medqa_630,B,B,B,1,1
pubmedqa_unlabeled_8021,A,A,A,1,1
qa_1768,C,C,C,1,1
pubmedqa_artificial_4057,A,A,A,1,1
qa_4346,A,A,A,1,1
qa_9009,A,B,B,0,0
medqa_5556,B,B,B,1,1
qa_6569,A,C,C,0,0
qa_8792,C,C,C,1,1
MedXpertQA_102,G,D,D,0,0
qa_7702,B,B,B,1,1
qa_6927,B,B,B,1,1
huatuo_5310,C,C,C,1,1
qa_1991,B,B,B,1,1
huatuo_5863,A,A,A,1,1
medqa_4324,B,B,B,1,1
medqa_792,D,D,D,1,1
qa_4380,D,D,D,1,1
MedXpertQA_366,F,G,G,0,0
qa_8394,B,B,B,1,1
medqa_4539,A,C,C,0,0
qa_3190,C,C,C,1,1
medqa_7410,D,D,D,1,1
qa_7160,C,C,C,1,1
qa_4619,D,D,D,1,1
qa_2596,B,B,B,1,1
medqa_7416,A,A,A,1,1
qa_1781,B,C,C,0,0
MMLU_874,D,D,D,1,1
qa_1770,C,C,C,1,1
medqa_470,B,B,B,1,1
qa_1396,D,D,D,1,1
medqa_5020,A,A,A,1,1
qa_8511,A,A,A,1,1
medqa_6735,B,B,B,1,1
qa_8298,B,B,B,1,1
qa_3595,C,C,C,1,1
qa_2275,D,A,D,0,1
qa_2160,C,C,C,1,1
qa_7862,A,A,A,1,1
qa_4270,B,B,B,1,1
qa_2587,A,A,A,1,1
qa_8228,B,B,B,1,1
qa_5144,C,D,D,0,0
qa_3424,C,C,C,1,1
qa_6292,A,A,A,1,1
MedXpertQA_781,C,H,H,0,0
qa_4678,A,A,A,1,1
qa_2580,D,D,D,1,1
qa_9535,D,D,D,1,1
qa_2057,B,B,B,1,1
medqa_7555,B,A,A,0,0
huatuo_4084,E,D,C,0,0
qa_8560,A,B,B,0,0
qa_5295,D,D,D,1,1
qa_8870,C,C,C,1,1
qa_1087,A,A,A,1,1
qa_2715,C,C,C,1,1
qa_1779,B,B,B,1,1
qa_3398,D,D,D,1,1
qa_2397,C,C,C,1,1
huatuo_4824,A,A,A,1,1
medqa_4570,C,C,C,1,1
qa_3871,D,C,C,0,0
MedXpertQA_750,J,F,F,0,0
qa_7209,C,C,C,1,1
qa_35,A,A,A,1,1
medqa_7197,D,D,D,1,1
medqa_7298,C,C,C,1,1
qa_3350,A,A,A,1,1
huatuo_7322,B,A,A,0,0
qa_2569,D,D,D,1,1
pubmedqa_artificial_7380,A,B,B,0,0
medmcqa_182,D,D,D,1,1
qa_7911,B,D,D,0,0
medqa_644,C,C,C,1,1
qa_6096,D,D,D,1,1
medqa_5091,C,C,C,1,1
medmcqa_1912,B,B,B,1,1
medqa_872,C,C,C,1,1
medqa_6579,A,A,A,1,1
medqa_4048,C,C,C,1,1
qa_8629,C,C,C,1,1
medqa_79,A,A,A,1,1
qa_2140,C,D,D,0,0
medqa_566,C,C,C,1,1
qa_8157,B,C,C,0,0
medqa_4045,C,C,C,1,1
qa_6998,E,E,E,1,1
MedXpertQA_446,J,I,I,0,0
MedXpertQA_917,B,C,C,0,0
medqa_7036,D,D,D,1,1
qa_6361,A,A,A,1,1
qa_924,A,A,A,1,1
qa_6466,C,C,C,1,1
qa_9211,A,A,A,1,1
MedXpertQA_143,A,D,D,0,0
qa_6089,D,D,D,1,1
qa_3477,C,C,C,1,1
medqa_4967,D,A,A,0,0
qa_2176,D,D,D,1,1
qa_3058,B,B,B,1,1
qa_8457,D,D,D,1,1
MedXpertQA_167,H,D,D,0,0
medqa_573,C,C,C,1,1
qa_1684,B,A,A,0,0
pubmedqa_artificial_8246,A,B,B,0,0
qa_9015,B,B,B,1,1
medqa_142,B,A,A,0,0
qa_3707,D,D,D,1,1
medqa_4141,B,B,B,1,1
qa_6275,D,D,D,1,1
medqa_7087,A,A,A,1,1
medqa_80,B,B,B,1,1
qa_8613,A,A,A,1,1
medqa_929,C,C,C,1,1
medmcqa_2524,B,B,B,1,1
qa_7848,B,C,C,0,0
qa_1467,A,A,A,1,1
qa_9364,B,B,B,1,1
MedXpertQA_144,I,A,A,0,0
medqa_724,A,A,A,1,1
qa_2135,A,A,A,1,1
qa_2325,A,C,C,0,0
qa_1794,D,D,D,1,1
medqa_5423,B,B,B,1,1
qa_9940,A,B,B,0,0
qa_2432,C,C,C,1,1
medqa_595,A,B,B,0,0
qa_6895,A,B,B,0,0
MedXpertQA_502,J,J,J,1,1
qa_7661,B,B,B,1,1
qa_1859,A,D,D,0,0
qa_3687,D,D,D,1,1
MMLU_939,C,C,C,1,1
qa_3654,D,D,D,1,1
qa_3901,C,C,C,1,1
medqa_7279,A,A,A,1,1
medqa_5268,D,A,A,0,0
medqa_838,A,A,A,1,1
qa_3257,B,B,B,1,1
qa_2170,E,B,B,0,0
qa_3983,B,B,B,1,1
medqa_7228,B,B,B,1,1
medqa_7429,A,A,A,1,1
medqa_5524,D,D,D,1,1
qa_2255,C,C,C,1,1
qa_5646,A,A,A,1,1
qa_6699,C,C,C,1,1
qa_8050,B,A,A,0,0
qa_9468,C,C,C,1,1
MedXpertQA_754,C,C,C,1,1
medqa_86,D,D,D,1,1
medqa_6940,C,C,C,1,1
MMLU_928,C,C,C,1,1
qa_1107,B,B,B,1,1
qa_3259,D,D,D,1,1
qa_7891,C,C,C,1,1
qa_1404,C,C,C,1,1
qa_2747,A,B,B,0,0
MedXpertQA_894,B,B,B,1,1
medqa_795,D,A,A,0,0
huatuo_8795,B,A,A,0,0
qa_8829,C,A,A,0,0
MedXpertQA_864,J,D,D,0,0
medqa_5147,B,A,A,0,0
medqa_7131,A,A,A,1,1
MedXpertQA_661,B,G,G,0,0
qa_1135,A,A,A,1,1
qa_7332,B,B,B,1,1
medqa_7016,B,B,B,1,1
medqa_436,D,D,D,1,1
qa_2073,D,D,D,1,1
medqa_6687,D,D,D,1,1
medmcqa_2820,A,C,C,0,0
qa_231,D,D,D,1,1
medqa_4329,C,C,C,1,1
medqa_7457,A,A,A,1,1
qa_1151,C,C,C,1,1
huatuo_8759,A,A,A,1,1
qa_6568,A,B,B,0,0
MedXpertQA_375,E,G,G,0,0
qa_6362,D,D,D,1,1
qa_4891,C,C,C,1,1
qa_5915,A,A,A,1,1
qa_9252,B,B,B,1,1
qa_9263,A,A,A,1,1
qa_1505,C,D,D,0,0
medqa_17,C,C,C,1,1
qa_131,D,D,D,1,1
MedXpertQA_638,B,H,E,0,0
MedXpertQA_908,J,A,A,0,0
qa_2522,D,D,D,1,1
medqa_6678,A,A,A,1,1
qa_6135,A,A,A,1,1
qa_8844,D,D,D,1,1
qa_8833,C,C,C,1,1
qa_3623,D,D,D,1,1
qa_3038,D,D,D,1,1
medqa_912,C,B,B,0,0
qa_103,C,C,C,1,1
huatuo_7410,D,D,D,1,1
medmcqa_1292,B,B,B,1,1
qa_7619,B,B,B,1,1
medqa_4813,D,D,D,1,1
medqa_4222,C,C,C,1,1
qa_1358,A,A,A,1,1
qa_3574,B,B,B,1,1
qa_5395,D,D,D,1,1
qa_6021,D,D,D,1,1
qa_2508,D,D,D,1,1
pubmedqa_artificial_5932,A,B,B,0,0
qa_2801,D,C,A,0,0
MMLU_1016,A,A,A,1,1
qa_4682,D,D,D,1,1
qa_3930,B,B,B,1,1
medqa_875,D,D,D,1,1
MedXpertQA_210,B,G,G,0,0
qa_7232,B,B,B,1,1
qa_7840,A,A,A,1,1
MedXpertQA_538,F,D,D,0,0
qa_3141,D,C,C,0,0
pubmedqa_artificial_4145,A,B,A,0,1
pubmedqa_artificial_5397,B,B,B,1,1
qa_2555,D,D,D,1,1
MMLU_870,D,D,D,1,1
medqa_5879,C,C,C,1,1
MedXpertQA_681,F,C,C,0,0
medqa_7078,D,D,D,1,1
qa_6467,A,A,A,1,1
medqa_7253,D,D,D,1,1
qa_4527,D,D,D,1,1
qa_8866,C,C,C,1,1
qa_8183,D,D,D,1,1
qa_9315,D,D,D,1,1
qa_4307,B,B,B,1,1
MedXpertQA_202,A,A,A,1,1
qa_8147,B,B,B,1,1
qa_2714,C,C,C,1,1
medqa_5578,D,D,D,1,1
qa_1006,C,C,C,1,1
qa_5210,B,B,B,1,1
qa_3537,B,B,B,1,1
qa_6984,D,B,B,0,0
qa_6190,D,D,D,1,1
qa_2115,C,C,C,1,1
medqa_5261,C,C,C,1,1
qa_4113,A,A,A,1,1
qa_5532,C,C,C,1,1
medqa_294,B,B,B,1,1
medqa_5033,C,C,C,1,1
huatuo_1417,E,E,E,1,1
qa_6496,C,C,C,1,1
qa_2631,B,A,B,0,1
qa_9457,A,A,A,1,1
qa_9022,D,D,D,1,1
medmcqa_3142,A,A,A,1,1
qa_4025,B,B,B,1,1
qa_1589,B,B,B,1,1
medqa_6664,A,A,A,1,1
huatuo_4533,C,D,D,0,0
qa_5130,D,D,D,1,1
medqa_441,C,C,C,1,1
qa_6252,A,A,A,1,1
qa_2695,B,D,D,0,0
qa_1936,B,B,B,1,1
medqa_7514,C,C,C,1,1
huatuo_7724,B,B,B,1,1
qa_4909,C,C,C,1,1
qa_6787,C,C,C,1,1
qa_1483,A,A,A,1,1
huatuo_9015,A,A,A,1,1
qa_93,A,E,E,0,0
qa_6659,C,C,C,1,1
medqa_4939,A,A,A,1,1
qa_3018,A,A,A,1,1
qa_3448,B,B,B,1,1
qa_3372,A,D,D,0,0
MedXpertQA_672,C,A,A,0,0
MMLU_1030,D,D,D,1,1
qa_6502,A,A,A,1,1
qa_8825,C,C,C,1,1
huatuo_1477,E,D,D,0,0
qa_7697,A,B,B,0,0
qa_526,A,A,A,1,1
qa_3103,A,A,A,1,1
qa_9179,B,D,D,0,0
medqa_7098,D,D,D,1,1
qa_3648,B,B,B,1,1
MedXpertQA_886,H,A,B,0,0
qa_1036,A,A,A,1,1
qa_2841,B,B,B,1,1
qa_1566,B,C,C,0,0
qa_382,A,A,A,1,1
qa_1415,C,C,C,1,1
medqa_7383,B,B,B,1,1
medqa_365,C,C,C,1,1
qa_3505,A,A,A,1,1
qa_705,E,A,A,0,0
medqa_996,B,A,A,0,0
huatuo_4555,C,C,C,1,1
qa_6222,A,A,A,1,1
qa_9073,B,B,B,1,1
medqa_4470,B,B,B,1,1
qa_8519,C,C,C,1,1
qa_3174,C,C,C,1,1
qa_8517,A,A,A,1,1
medmcqa_6945,A,A,A,1,1
qa_1929,A,A,A,1,1
MedXpertQA_86,A,H,A,0,1
qa_7855,C,C,C,1,1
medqa_4614,D,D,D,1,1
qa_2728,C,C,C,1,1
qa_2293,D,D,D,1,1
MMLU_917,B,B,B,1,1
qa_2324,C,C,C,1,1
qa_2428,D,D,D,1,1
qa_8133,B,B,B,1,1
qa_8600,D,D,D,1,1
qa_4055,D,D,D,1,1
qa_7966,D,D,D,1,1
MedXpertQA_433,H,H,H,1,1
medqa_16,D,D,D,1,1
qa_1645,A,A,A,1,1
qa_3261,B,A,A,0,0
medqa_4523,A,A,A,1,1
qa_8492,B,B,B,1,1
medqa_995,A,A,A,1,1
huatuo_5973,C,C,C,1,1
qa_1470,A,A,A,1,1
MMLU_823,B,B,B,1,1
medqa_676,D,D,D,1,1
medqa_7293,A,A,A,1,1
medqa_5577,B,B,B,1,1
medqa_4831,D,D,D,1,1
MMLU_837,D,D,D,1,1
medqa_4646,B,B,B,1,1
qa_2157,C,C,C,1,1
qa_8447,A,A,A,1,1
qa_4132,B,B,B,1,1
huatuo_1423,A,A,A,1,1
qa_1334,B,B,B,1,1
qa_2671,C,C,C,1,1
MedXpertQA_482,C,A,A,0,0
medqa_4333,D,D,D,1,1
qa_3487,B,C,B,0,1
medqa_4795,B,B,B,1,1
qa_2782,D,D,D,1,1
qa_9128,C,C,C,1,1
qa_8226,B,B,B,1,1
qa_3481,B,A,A,0,0
qa_9146,A,A,A,1,1
qa_2920,A,A,A,1,1
medqa_4485,C,C,C,1,1
qa_1673,D,D,D,1,1
qa_8087,D,D,D,1,1
qa_6367,B,B,B,1,1
qa_3758,C,C,C,1,1
medqa_5296,C,C,C,1,1
MedXpertQA_760,E,D,D,0,0
medqa_6710,A,C,C,0,0
qa_8597,A,A,A,1,1
qa_8126,C,A,A,0,0
qa_9515,B,B,B,1,1
qa_1588,A,A,A,1,1
qa_2701,B,B,B,1,1
medqa_261,B,C,C,0,0
medqa_141,B,B,B,1,1
qa_3114,C,B,B,0,0
medqa_4664,D,D,D,1,1
qa_3336,B,B,B,1,1
qa_8508,B,A,A,0,0
qa_4215,D,D,A,1,0
qa_8806,B,B,B,1,1
qa_5055,B,B,B,1,1
qa_3803,A,A,A,1,1
medqa_7172,A,A,A,1,1
qa_2993,A,A,A,1,1
qa_3896,A,A,A,1,1
MedXpertQA_982,B,B,B,1,1
qa_8459,C,C,C,1,1
MedXpertQA_620,B,A,A,0,0
qa_6903,A,A,A,1,1
medqa_4502,A,B,B,0,0
qa_8963,B,A,A,0,0
medqa_4235,D,D,D,1,1
medqa_5352,C,C,C,1,1
pubmedqa_artificial_3879,A,B,B,0,0
qa_6444,C,C,C,1,1
qa_687,C,A,A,0,0
qa_3559,A,D,D,0,0
MedXpertQA_466,G,I,I,0,0
huatuo_8294,C,C,C,1,1
MMLU_1047,D,B,B,0,0
medmcqa_924,A,A,A,1,1
qa_8285,D,A,A,0,0
qa_3349,C,C,C,1,1
qa_3062,D,D,D,1,1
medqa_476,A,A,A,1,1
qa_9057,A,A,A,1,1
qa_8527,D,D,D,1,1
qa_9102,B,B,B,1,1
qa_3592,C,C,C,1,1
huatuo_7560,D,C,C,0,0
qa_9447,C,C,C,1,1
huatuo_4463,E,A,A,0,0
qa_6491,A,A,A,1,1
qa_5076,C,B,B,0,0
medqa_223,B,B,B,1,1
qa_4472,A,B,B,0,0
huatuo_5014,D,D,D,1,1
huatuo_1000,D,D,D,1,1
qa_6147,D,C,C,0,0
medqa_4927,B,B,B,1,1
qa_1016,C,C,C,1,1
huatuo_4616,A,A,A,1,1
qa_2184,A,A,A,1,1
qa_2989,C,C,C,1,1
qa_2079,D,D,D,1,1
MedXpertQA_733,A,A,A,1,1
qa_3938,A,A,A,1,1
qa_9150,D,D,A,1,0
medqa_868,A,A,A,1,1
MedXpertQA_690,E,E,E,1,1
qa_6032,B,B,B,1,1
medqa_4958,D,D,D,1,1
qa_9490,B,A,A,0,0
qa_1710,A,A,A,1,1
qa_3371,A,A,A,1,1
pubmedqa_unlabeled_4690,B,A,A,0,0
qa_9194,C,C,C,1,1
qa_7779,C,C,C,1,1
huatuo_7592,A,B,B,0,0
qa_7428,C,C,C,1,1
medqa_7564,D,D,D,1,1
MedXpertQA_140,G,A,A,0,0
qa_1156,A,A,A,1,1
medqa_7328,C,C,C,1,1
huatuo_7648,A,A,A,1,1
medqa_5903,A,A,A,1,1
qa_2221,C,C,C,1,1
MMLU_1049,D,D,D,1,1
qa_2265,B,D,D,0,0
medqa_4580,A,B,B,0,0
qa_5345,A,A,A,1,1
MedXpertQA_492,E,E,E,1,1
medqa_4544,A,A,A,1,1
medqa_34,C,A,A,0,0
qa_2100,C,A,A,0,0
qa_1582,A,A,A,1,1
qa_1722,D,D,D,1,1
qa_1061,A,A,A,1,1
qa_9084,A,A,A,1,1
qa_1108,A,A,A,1,1
qa_4742,A,A,A,1,1
qa_8779,A,A,A,1,1
qa_8583,D,C,C,0,0
qa_1548,A,A,A,1,1
MMLU_1004,B,B,B,1,1
medqa_7192,D,D,D,1,1
qa_5070,D,D,D,1,1
qa_9144,B,B,B,1,1
qa_7860,A,A,A,1,1
qa_3715,E,B,B,0,0
qa_150,C,C,C,1,1
qa_2000,C,A,A,0,0
qa_1730,B,B,B,1,1
qa_2940,D,D,D,1,1
MedXpertQA_181,B,C,C,0,0
qa_4592,B,D,D,0,0
qa_7632,A,A,A,1,1
qa_5287,D,D,D,1,1
qa_5663,B,B,B,1,1
medmcqa_1613,B,B,B,1,1
MedXpertQA_623,I,A,A,0,0
medqa_7144,A,A,A,1,1
qa_7918,C,C,C,1,1
medqa_6908,A,A,A,1,1
qa_1190,A,A,A,1,1
qa_9003,A,A,A,1,1
medqa_5142,B,B,B,1,1
qa_1823,B,B,B,1,1
medqa_4588,B,B,B,1,1
medqa_6958,C,C,C,1,1
qa_3826,D,D,D,1,1
medqa_6719,D,B,B,0,0
qa_2198,A,A,A,1,1
medqa_5696,A,A,A,1,1
pubmedqa_artificial_1635,A,A,A,1,1
qa_3864,B,B,B,1,1
qa_8013,A,A,A,1,1
qa_6345,B,B,B,1,1
qa_6302,A,B,B,0,0
qa_1760,A,A,A,1,1
medqa_4875,B,B,B,1,1
qa_6309,C,C,C,1,1
medqa_4827,C,D,D,0,0
medqa_4806,C,C,C,1,1
MedXpertQA_121,A,G,G,0,0
qa_2752,B,C,C,0,0
qa_6048,C,C,C,1,1
medmcqa_2676,C,C,C,1,1
medqa_7569,A,B,B,0,0
qa_3249,B,B,B,1,1
qa_6145,C,C,C,1,1
qa_6906,A,A,B,1,0
qa_7764,B,B,B,1,1
qa_8876,D,D,D,1,1
medqa_4194,D,D,D,1,1
medqa_7126,D,D,D,1,1
huatuo_8421,A,A,A,1,1
MedXpertQA_68,A,H,H,0,0
qa_5386,A,B,B,0,0
medqa_7267,B,B,B,1,1
qa_8735,B,B,B,1,1
qa_7229,A,A,A,1,1
qa_2330,A,A,A,1,1
qa_8131,D,D,D,1,1
medmcqa_2569,A,A,A,1,1
MedXpertQA_604,J,E,E,0,0
medqa_4915,A,A,A,1,1
qa_6743,D,D,D,1,1
medqa_690,D,B,B,0,0
MMLU_1046,D,D,D,1,1
qa_1970,D,D,D,1,1
medqa_6890,D,D,D,1,1
qa_2834,A,A,A,1,1
MedXpertQA_771,D,D,D,1,1
qa_9479,A,A,A,1,1
MedXpertQA_481,E,A,A,0,0
MedXpertQA_646,A,I,I,0,0
qa_4021,C,C,C,1,1
qa_8644,B,B,B,1,1
qa_7290,D,D,D,1,1
qa_8055,C,C,C,1,1
qa_9255,C,C,C,1,1
qa_7658,C,C,C,1,1
qa_6913,A,D,D,0,0
medqa_102,D,D,D,1,1
MedXpertQA_782,E,D,D,0,0
qa_1286,B,C,C,0,0
MedXpertQA_274,J,F,F,0,0
qa_1960,C,C,C,1,1
medqa_785,A,A,A,1,1
medqa_252,B,B,B,1,1
qa_4713,A,A,A,1,1
qa_2710,D,D,D,1,1
qa_497,A,A,A,1,1
medqa_4412,B,B,B,1,1
qa_2439,C,C,C,1,1
qa_2768,A,A,A,1,1
qa_2501,C,C,C,1,1
medqa_5427,A,D,D,0,0
qa_9305,B,B,B,1,1
qa_1000,B,B,B,1,1
MMLU_1005,D,D,D,1,1
qa_3562,D,D,D,1,1
medqa_5058,A,A,A,1,1
MedXpertQA_570,E,A,A,0,0
qa_9226,B,C,C,0,0
medqa_7182,D,A,A,0,0
medqa_7467,D,D,D,1,1
qa_8268,C,C,C,1,1
medqa_7204,D,D,D,1,1
qa_6475,C,C,C,1,1
qa_8858,C,C,C,1,1
qa_1422,D,C,C,0,0
qa_9174,D,D,D,1,1
qa_8943,B,B,B,1,1
qa_4003,D,D,D,1,1
qa_3471,A,A,A,1,1
medqa_5508,B,B,B,1,1
qa_2097,A,A,A,1,1
qa_7805,B,B,B,1,1
medmcqa_6916,A,B,B,0,0
qa_6574,D,D,D,1,1
qa_9577,C,C,C,1,1
qa_3480,C,C,C,1,1
MedXpertQA_704,G,F,F,0,0
huatuo_5646,E,E,E,1,1
qa_8379,C,C,C,1,1
MedXpertQA_783,I,I,I,1,1
qa_1066,C,B,B,0,0
qa_1515,C,C,C,1,1
qa_6487,D,D,D,1,1
medqa_7522,C,C,C,1,1
MMLU_913,A,A,A,1,1
medqa_4908,A,A,A,1,1
qa_3824,B,B,B,1,1
huatuo_4384,B,B,B,1,1
qa_2755,B,C,C,0,0
qa_5687,C,C,C,1,1
qa_1853,B,B,B,1,1
MedXpertQA_666,E,A,A,0,0
qa_1788,B,C,C,0,0
qa_7065,D,D,D,1,1
huatuo_4984,B,B,B,1,1
qa_8814,A,A,A,1,1
qa_2746,A,A,A,1,1
qa_1832,D,D,D,1,1
medqa_5785,C,C,C,1,1
huatuo_1734,B,B,B,1,1
qa_8913,A,A,A,1,1
medqa_857,D,D,D,1,1
qa_2142,D,A,A,0,0
medmcqa_409,D,A,A,0,0
medqa_4949,C,C,C,1,1
qa_2046,C,D,D,0,0
pubmedqa_artificial_2429,A,A,A,1,1
MMLU_962,D,D,D,1,1
MedXpertQA_495,F,E,E,0,0
qa_4034,D,A,A,0,0
pubmedqa_81,A,A,A,1,1
qa_4253,A,A,A,1,1
qa_3978,B,D,D,0,0
medqa_5227,D,D,D,1,1
qa_8528,D,D,D,1,1
qa_2172,A,A,A,1,1
qa_2601,D,D,D,1,1
medqa_5916,D,D,D,1,1
qa_6609,D,B,B,0,0
qa_3003,B,B,B,1,1
medqa_7561,A,D,D,0,0
huatuo_5789,C,B,B,0,0
