sample_key,gold_answer,reasoner_correct_qwen_nopc,final_correct_qwen_nopc,final_answer_qwen_nopc,reasoner_correct_qwen_wpc,final_correct_qwen_wpc,final_answer_qwen_wpc
qa_1262,B,1,1,B,1,1,B
qa_1267,B,0,1,B,0,1,B
qa_1269,C,1,1,C,1,1,C
qa_1277,D,1,1,D,1,1,D
qa_1286,B,0,1,B,0,1,B
qa_1287,B,1,1,B,1,1,B
qa_1290,B,1,1,B,1,1,B
qa_1291,D,1,1,D,1,1,D
qa_1294,A,1,1,A,1,1,A
qa_1295,A,0,1,A,0,1,A
qa_1300,B,1,1,B,1,1,B
qa_1305,B,1,1,B,1,1,B
qa_131,D,1,1,D,1,1,D
qa_1310,A,1,1,A,1,1,A
qa_1312,B,1,1,B,1,1,B
qa_1314,A,1,1,A,1,1,A
qa_1316,D,1,1,D,1,1,D
qa_1323,D,1,1,D,1,1,D
qa_1326,B,1,1,B,1,1,B
qa_1334,B,1,1,B,1,1,B
qa_1335,C,1,1,C,1,1,C
qa_1336,A,1,1,A,1,1,A
qa_1338,A,1,1,A,1,1,A
qa_1340,D,1,1,D,1,1,D
qa_13428,B,0,0,A,0,0,A
qa_1344,B,1,1,B,1,1,B
qa_1358,A,1,1,A,1,1,A
qa_1361,A,0,0,B,0,0,B
qa_1363,A,1,1,A,1,1,A
qa_1368,C,1,1,C,1,1,C
qa_1379,A,0,0,C,0,0,C
qa_1394,D,0,1,D,0,1,D
qa_1396,D,1,1,D,1,1,D
qa_1404,C,1,1,C,1,1,C
qa_1407,B,1,1,B,1,1,B
qa_1409,B,1,1,B,1,1,B
qa_1415,C,1,1,C,1,1,C
qa_1419,B,0,1,B,0,1,B
qa_1420,C,1,1,C,1,1,C
qa_1422,D,0,0,C,0,0,C
qa_1424,B,1,1,B,1,1,B
qa_1426,B,0,0,C,0,0,C
qa_1428,A,1,1,A,1,1,A
qa_1438,C,1,1,C,1,1,C
qa_1443,D,1,1,D,1,1,D
qa_1444,C,1,1,C,1,1,C
qa_1445,B,0,0,D,0,0,D
qa_1450,C,0,0,A,0,0,A
qa_1455,B,1,1,B,1,1,B
qa_1461,A,1,1,A,1,1,A
qa_1467,A,1,1,A,1,1,A
qa_1470,A,1,1,A,1,1,A
qa_1471,A,0,0,D,0,0,D
qa_1472,D,1,1,D,1,1,D
qa_1477,B,0,0,D,0,0,D
qa_1479,A,1,1,A,1,1,A
qa_1482,D,1,1,D,1,1,D
qa_1483,A,1,0,B,1,1,A
qa_1492,A,1,1,A,1,1,A
qa_1493,C,1,1,C,1,1,C
qa_1494,B,1,1,B,1,1,B
qa_150,C,1,1,C,1,1,C
qa_1500,B,1,1,B,1,1,B
qa_1504,A,1,1,A,1,1,A
qa_1505,C,0,0,D,0,1,C
qa_1511,A,1,1,A,1,1,A
qa_1512,B,1,1,B,1,1,B
qa_1515,C,1,1,C,1,1,C
qa_1523,B,0,1,B,0,1,B
qa_1524,D,1,1,D,1,1,D
qa_1529,B,1,1,B,1,1,B
qa_1532,C,1,1,C,1,1,C
qa_1536,A,1,1,A,1,1,A
qa_1540,B,1,1,B,1,1,B
qa_1548,A,1,1,A,1,1,A
qa_1554,A,0,0,C,0,1,A
qa_1555,D,1,1,D,1,1,D
qa_1558,A,1,1,A,1,0,D
qa_1566,B,0,0,C,0,0,C
qa_1569,B,1,1,B,1,1,B
qa_1578,A,1,1,A,1,1,A
qa_1580,A,1,1,A,1,1,A
qa_1581,A,1,1,A,1,1,A
qa_1582,A,1,1,A,1,1,A
qa_1588,A,1,1,A,1,1,A
qa_1589,B,1,1,B,1,1,B
qa_1592,A,1,1,A,1,1,A
qa_1598,A,0,1,A,0,1,A
qa_1602,C,0,0,B,0,0,B
qa_1605,C,1,1,C,1,1,C
qa_1610,B,1,1,B,1,1,B
qa_1612,A,1,1,A,1,1,A
qa_1614,B,0,0,C,0,0,C
qa_1619,C,0,0,A,0,1,C
qa_1624,E,0,0,A,0,0,A
qa_1627,B,1,1,B,1,1,B
qa_1632,A,1,1,A,1,1,A
qa_1636,A,0,0,B,0,0,B
qa_1640,A,1,1,A,1,1,A
qa_1641,B,1,1,B,1,1,B
qa_1642,B,1,1,B,1,1,B
qa_1645,A,1,1,A,1,1,A
qa_1651,D,1,1,D,1,1,D
qa_1657,B,1,1,B,1,1,B
qa_1658,C,1,1,C,1,1,C
qa_1663,D,1,1,D,1,1,D
qa_1673,D,1,1,D,1,1,D
qa_1684,B,0,1,B,0,1,B
qa_1696,C,1,1,C,1,1,C
qa_1710,A,1,1,A,1,1,A
qa_1712,C,1,1,C,1,1,C
qa_1722,D,1,1,D,1,1,D
qa_1726,B,0,0,A,0,0,A
qa_1730,B,1,1,B,1,1,B
qa_1734,C,0,0,A,0,1,C
qa_1737,A,1,1,A,1,1,A
qa_1738,D,1,1,D,1,1,D
qa_1747,A,1,1,A,1,1,A
qa_1749,C,1,1,C,1,1,C
qa_1753,C,1,1,C,1,1,C
qa_1756,D,1,1,D,1,1,D
qa_1760,A,1,1,A,1,1,A
qa_1768,C,1,1,C,1,1,C
qa_1770,C,1,1,C,1,1,C
qa_1774,A,1,1,A,1,1,A
qa_1779,B,1,1,B,1,1,B
qa_1781,B,0,1,B,0,1,B
qa_1788,B,0,0,A,0,0,A
qa_1794,D,1,1,D,1,1,D
qa_1795,B,0,0,C,0,0,C
qa_1804,B,1,1,B,1,1,B
qa_1811,C,1,1,C,1,1,C
qa_1819,C,1,1,C,1,1,C
qa_1823,B,1,1,B,1,1,B
qa_1825,C,1,1,C,1,1,C
qa_1831,B,1,1,B,1,1,B
qa_1832,D,1,1,D,1,1,D
qa_1839,D,1,1,D,1,1,D
qa_1847,A,1,1,A,1,1,A
qa_1850,A,1,1,A,1,1,A
qa_1852,C,1,1,C,1,1,C
qa_1853,B,1,1,B,1,1,B
qa_1858,D,1,1,D,1,1,D
qa_1859,A,0,0,D,0,0,D
qa_1861,D,0,1,D,0,1,D
qa_187,D,0,0,A,0,0,A
qa_1873,A,1,1,A,1,1,A
qa_1878,C,0,1,C,0,1,C
qa_1881,C,1,1,C,1,1,C
qa_1889,D,1,1,D,1,1,D
qa_189,A,1,1,A,1,1,A
qa_1891,A,1,1,A,1,1,A
qa_1894,D,1,1,D,1,1,D
qa_1898,A,1,1,A,1,1,A
qa_1899,B,1,1,B,1,1,B
qa_1900,C,1,1,C,1,1,C
qa_1910,B,1,1,B,1,1,B
qa_1911,C,1,1,C,1,1,C
qa_1912,B,1,1,B,1,1,B
qa_1923,B,1,1,B,1,1,B
qa_1929,A,1,1,A,1,1,A
qa_1936,B,1,1,B,1,1,B
qa_1938,A,1,1,A,1,1,A
qa_1939,B,1,1,B,1,1,B
qa_1950,B,1,1,B,1,1,B
qa_1951,A,0,1,A,0,1,A
qa_1952,D,1,1,D,1,1,D
qa_1955,D,1,1,D,1,1,D
qa_1960,C,1,1,C,1,1,C
qa_1970,D,1,1,D,1,1,D
qa_1979,D,0,1,D,0,0,A
qa_1981,D,1,1,D,1,0,B
qa_1985,C,1,1,C,1,1,C
qa_1991,B,1,1,B,1,1,B
qa_1994,B,0,0,A,0,0,A
qa_1996,A,1,1,A,1,1,A
qa_2000,C,0,0,A,0,0,A
qa_2005,E,0,0,B,0,0,B
qa_2010,A,1,1,A,1,1,A
qa_2020,C,1,1,C,1,1,C
qa_2027,B,0,1,B,0,1,B
qa_2028,D,1,1,D,1,1,D
qa_2034,B,1,1,B,1,1,B
qa_2040,A,1,1,A,1,1,A
qa_2046,C,0,0,D,0,0,D
qa_2049,C,1,1,C,1,1,C
qa_2057,B,1,1,B,1,1,B
qa_2060,B,1,1,B,1,1,B
qa_2061,C,1,1,C,1,1,C
qa_2064,B,0,1,B,0,1,B
qa_2066,A,1,1,A,1,1,A
qa_2073,D,1,1,D,1,1,D
qa_2074,C,0,1,C,0,1,C
qa_2079,D,1,1,D,1,1,D
qa_2081,C,0,0,D,0,0,D
qa_2084,D,1,1,D,1,1,D
qa_2085,A,1,1,A,1,1,A
qa_2090,C,1,1,C,1,1,C
qa_2091,A,1,1,A,1,1,A
qa_2092,B,0,0,A,0,1,B
qa_2094,D,0,1,D,0,1,D
qa_2095,D,0,1,D,0,1,D
qa_2096,A,0,0,C,0,1,A
qa_2097,A,1,1,A,1,1,A
qa_2100,C,0,0,A,0,1,C
qa_2101,C,1,1,C,1,1,C
qa_2106,D,1,1,D,1,1,D
qa_2112,B,1,1,B,1,1,B
qa_2115,C,1,1,C,1,1,C
qa_2118,A,1,1,A,1,1,A
qa_212,A,1,1,A,1,1,A
qa_2123,D,1,1,D,1,1,D
qa_2124,B,1,1,B,1,1,B
qa_2126,D,1,1,D,1,1,D
qa_2131,A,1,1,A,1,1,A
qa_2133,B,1,1,B,1,1,B
qa_2134,D,1,1,D,1,1,D
qa_2135,A,1,1,A,1,1,A
qa_2136,A,1,1,A,1,1,A
qa_2140,C,0,1,C,0,0,D
qa_2142,D,0,1,D,0,1,D
qa_2145,C,1,1,C,1,1,C
qa_2146,C,1,1,C,1,1,C
qa_2149,A,1,1,A,1,1,A
qa_2150,A,0,1,A,0,1,A
qa_2152,A,1,1,A,1,1,A
qa_2157,C,1,1,C,1,1,C
qa_2160,C,1,1,C,1,1,C
qa_2162,C,0,0,A,0,1,C
qa_2163,D,1,1,D,1,1,D
qa_2170,E,0,0,B,0,0,B
qa_2172,A,1,1,A,1,1,A
qa_2173,A,1,1,A,1,1,A
qa_2174,A,1,1,A,1,1,A
qa_2176,D,1,1,D,1,1,D
qa_2179,D,1,1,D,1,1,D
qa_2182,B,0,1,B,0,1,B
qa_2184,A,1,1,A,1,1,A
qa_2185,B,1,1,B,1,1,B
qa_2189,D,1,1,D,1,1,D
qa_219,B,1,1,B,1,1,B
qa_2192,B,1,1,B,1,1,B
qa_2194,C,0,1,C,0,1,C
qa_2198,A,1,1,A,1,1,A
qa_2202,D,0,0,B,0,1,D
qa_2208,A,1,1,A,1,1,A
qa_2213,D,1,1,D,1,1,D
qa_2214,C,1,1,C,1,1,C
qa_2216,C,0,0,D,0,0,D
qa_2221,C,1,1,C,1,1,C
qa_2225,B,1,1,B,1,1,B
qa_2226,C,1,1,C,1,0,D
qa_2227,C,0,1,C,0,1,C
qa_2228,B,0,0,A,0,0,A
qa_2230,A,1,1,A,1,1,A
qa_2237,A,1,1,A,1,1,A
qa_2238,B,1,1,B,1,1,B
qa_2241,C,0,1,C,0,1,C
qa_2242,B,0,0,A,0,1,B
qa_2245,D,1,1,D,1,1,D
qa_2250,A,1,1,A,1,1,A
qa_2255,C,1,1,C,1,1,C
qa_2262,B,1,1,B,1,1,B
qa_2265,B,0,0,D,0,0,D
qa_2266,B,1,1,B,1,1,B
qa_2268,D,1,1,D,1,1,D
qa_2275,D,0,1,D,0,1,D
qa_2276,D,0,0,C,0,0,C
qa_2277,E,0,0,A,0,0,A
qa_2278,A,1,1,A,1,1,A
qa_2290,A,0,1,A,0,1,A
qa_2293,D,1,1,D,1,1,D
qa_2302,D,1,1,D,1,1,D
qa_2303,E,1,1,E,1,1,E
qa_2306,B,1,1,B,1,1,B
qa_2307,B,1,1,B,1,1,B
qa_231,D,1,1,D,1,1,D
qa_2316,C,1,1,C,1,1,C
qa_2324,C,1,1,C,1,1,C
qa_2325,A,0,0,C,0,0,C
qa_2330,A,1,1,A,1,1,A
qa_2333,B,1,1,B,1,1,B
qa_2349,D,1,1,D,1,1,D
qa_2350,B,1,1,B,1,1,B
qa_2352,D,1,1,D,1,1,D
qa_2365,C,1,1,C,1,1,C
qa_2367,B,1,1,B,1,1,B
qa_2368,A,1,1,A,1,1,A
qa_2377,D,1,1,D,1,1,D
qa_2385,C,1,1,C,1,1,C
qa_2388,A,0,0,C,0,1,A
qa_2390,B,0,0,A,0,0,A
qa_2391,B,1,1,B,1,1,B
qa_2397,C,1,1,C,1,1,C
qa_2411,A,1,1,A,1,1,A
qa_2417,C,1,1,C,1,1,C
qa_2418,A,1,1,A,1,1,A
qa_2421,A,1,1,A,1,1,A
qa_2423,D,1,1,D,1,1,D
qa_2425,B,1,1,B,1,1,B
qa_2428,D,1,1,D,1,1,D
qa_2432,C,1,1,C,1,1,C
qa_2435,D,1,1,D,1,1,D
qa_2439,C,1,1,C,1,1,C
qa_2451,A,0,0,B,0,0,B
qa_2453,D,1,1,D,1,1,D
qa_2454,D,1,1,D,1,1,D
qa_2455,C,1,1,C,1,1,C
qa_2458,A,1,1,A,1,1,A
qa_2463,B,1,1,B,1,1,B
qa_2467,A,1,1,A,1,1,A
qa_2476,D,1,1,D,1,1,D
qa_2479,D,1,1,D,1,1,D
qa_2480,B,1,1,B,1,1,B
qa_2484,B,1,1,B,1,1,B
qa_2494,C,0,0,B,0,1,C
qa_2501,C,1,1,C,1,1,C
qa_2503,D,0,0,A,0,0,A
qa_2506,B,1,1,B,1,1,B
qa_2508,D,1,1,D,1,1,D
qa_2514,D,0,1,D,0,1,D
qa_2517,C,1,1,C,1,1,C
qa_2522,D,1,1,D,1,1,D
qa_2527,A,1,1,A,1,1,A
qa_2528,A,0,0,B,0,0,B
qa_2536,D,1,1,D,1,1,D
qa_255,C,1,1,C,1,1,C
qa_2552,C,1,1,C,1,1,C
qa_2553,A,1,1,A,1,1,A
qa_2554,C,0,1,C,0,1,C
qa_2555,D,1,1,D,1,1,D
qa_2567,B,1,1,B,1,1,B
qa_2569,D,1,1,D,1,1,D
qa_2574,A,1,1,A,1,1,A
qa_2576,A,1,1,A,1,1,A
qa_2579,A,1,1,A,1,1,A
qa_2580,D,1,1,D,1,1,D
qa_2581,C,1,1,C,1,1,C
qa_2582,D,1,1,D,1,1,D
qa_2587,A,1,1,A,1,1,A
qa_2594,C,1,1,C,1,1,C
qa_2595,B,1,1,B,1,1,B
qa_2596,B,1,1,B,1,1,B
qa_2597,B,1,1,B,1,1,B
qa_2601,D,1,1,D,1,1,D
qa_2608,C,1,1,C,1,1,C
qa_2615,C,0,1,C,0,1,C
qa_2617,A,0,0,D,0,0,D
qa_2623,C,1,1,C,1,1,C
qa_2631,B,0,1,B,0,1,B
qa_2632,B,0,1,B,0,1,B
qa_2638,B,1,1,B,1,1,B
qa_2639,C,1,1,C,1,1,C
qa_2640,D,1,1,D,1,1,D
qa_2650,A,1,1,A,1,1,A
qa_2651,C,0,0,A,0,0,A
qa_2652,B,1,1,B,1,1,B
qa_2657,C,1,1,C,1,1,C
qa_2658,D,0,0,B,0,0,B
qa_2671,C,1,1,C,1,1,C
qa_2683,B,1,1,B,1,1,B
qa_2690,B,1,1,B,1,1,B
qa_2695,B,0,1,B,0,1,B
qa_2701,B,1,1,B,1,1,B
qa_2705,C,1,1,C,1,1,C
qa_2710,D,1,1,D,1,1,D
qa_2714,C,1,1,C,1,1,C
qa_2715,C,1,1,C,1,1,C
qa_2722,A,1,1,A,1,1,A
qa_2727,B,1,1,B,1,1,B
qa_2728,C,1,1,C,1,1,C
qa_273,B,1,1,B,1,1,B
qa_2735,B,1,1,B,1,1,B
qa_2737,A,0,0,C,0,1,A
qa_2744,C,0,0,B,0,0,B
qa_2746,A,1,1,A,1,1,A
qa_2747,A,0,0,B,0,0,B
qa_2748,C,1,1,C,1,1,C
qa_2751,B,1,1,B,1,1,B
qa_2752,B,0,1,B,0,0,C
qa_2755,B,0,0,C,0,0,C
qa_2758,A,1,1,A,1,1,A
qa_2760,C,0,0,B,0,1,C
qa_2761,D,1,1,D,1,1,D
qa_2767,D,1,1,D,1,1,D
qa_2768,A,1,1,A,1,1,A
qa_2780,D,1,1,D,1,1,D
qa_2782,D,1,1,D,1,1,D
qa_2788,A,1,1,A,1,1,A
qa_2790,A,0,1,A,0,1,A
qa_2791,B,1,1,B,1,1,B
qa_2792,B,1,1,B,1,1,B
qa_2793,C,0,0,D,0,0,D
qa_2796,A,0,1,A,0,1,A
qa_2797,A,1,1,A,1,1,A
qa_2801,D,0,1,D,0,1,D
qa_2804,D,1,1,D,1,1,D
qa_2806,A,1,1,A,1,1,A
qa_2818,B,1,1,B,1,1,B
qa_2824,B,1,1,B,1,1,B
qa_2826,A,1,1,A,1,1,A
qa_2827,A,1,1,A,1,1,A
qa_2832,D,0,1,D,0,1,D
qa_2834,A,1,1,A,1,1,A
qa_2837,C,1,1,C,1,1,C
qa_2841,B,1,1,B,1,1,B
qa_2852,A,1,1,A,1,1,A
qa_2856,A,0,0,E,0,1,A
qa_2862,D,0,0,A,0,1,D
qa_2865,A,1,1,A,1,1,A
qa_2866,A,0,0,C,0,0,C
qa_2867,B,1,1,B,1,0,C
qa_2875,B,1,1,B,1,1,B
qa_2880,B,1,1,B,1,1,B
qa_2881,B,1,1,B,1,1,B
qa_2882,A,1,1,A,1,1,A
qa_2885,C,1,1,C,1,1,C
qa_2891,A,1,1,A,1,1,A
qa_2898,B,1,1,B,1,1,B
qa_2899,A,1,1,A,1,1,A
qa_2901,B,1,1,B,1,0,A
qa_2904,A,1,1,A,1,1,A
qa_2909,D,1,1,D,1,1,D
qa_2918,B,0,0,A,0,0,A
qa_2920,A,1,1,A,1,1,A
qa_2927,C,1,1,C,1,1,C
qa_2930,B,1,1,B,1,1,B
qa_2939,C,1,1,C,1,1,C
qa_294,B,1,1,B,1,1,B
qa_2940,D,1,1,D,1,1,D
qa_2941,B,1,1,B,1,1,B
qa_295,A,0,0,B,0,0,B
qa_2953,D,1,1,D,1,1,D
qa_2954,B,1,1,B,1,1,B
qa_2957,D,1,1,D,1,1,D
qa_2977,B,1,1,B,1,1,B
qa_2981,A,1,1,A,1,1,A
qa_2986,B,1,1,B,1,1,B
qa_2989,C,1,1,C,1,1,C
qa_2990,C,1,1,C,1,1,C
qa_2993,A,1,1,A,1,1,A
qa_3,A,1,1,A,1,1,A
qa_3000,B,0,1,B,0,1,B
qa_3001,B,1,1,B,1,1,B
qa_3003,B,1,1,B,1,1,B
qa_3005,D,1,1,D,1,1,D
qa_3010,A,1,1,A,1,1,A
qa_3012,A,1,1,A,1,1,A
qa_3018,A,1,1,A,1,1,A
qa_3019,D,1,1,D,1,1,D
qa_3028,A,1,1,A,1,1,A
qa_3029,B,1,1,B,1,1,B
qa_3032,A,1,1,A,1,1,A
qa_3033,A,1,1,A,1,1,A
qa_3034,A,1,1,A,1,1,A
qa_3038,D,1,1,D,1,1,D
qa_3040,A,0,0,D,0,1,A
qa_3051,A,1,1,A,1,1,A
qa_3056,C,1,1,C,1,1,C
qa_3058,B,1,1,B,1,1,B
qa_3061,D,1,1,D,1,1,D
qa_3062,D,1,1,D,1,1,D
qa_3063,C,1,1,C,1,1,C
qa_3070,D,1,1,D,1,1,D
qa_3072,D,1,1,D,1,1,D
qa_3073,A,1,1,A,1,1,A
qa_3084,A,1,1,A,1,1,A
qa_3086,C,0,0,B,0,0,B
qa_3092,D,0,0,A,0,0,A
qa_3103,A,1,1,A,1,1,A
qa_3114,C,0,0,B,0,0,B
qa_3115,D,1,1,D,1,1,D
qa_3116,D,1,1,D,1,1,D
qa_3117,B,1,1,B,1,1,B
qa_3119,B,1,1,B,1,1,B
qa_313,C,0,0,B,0,0,B
qa_3135,C,0,0,A,0,0,A
qa_3136,B,1,1,B,1,1,B
qa_3137,C,1,1,C,1,1,C
qa_3138,B,1,1,B,1,1,B
qa_314,A,0,0,B,0,0,B
qa_3141,D,0,0,C,0,0,C
qa_3155,A,1,1,A,1,1,A
qa_3159,B,1,1,B,1,1,B
qa_3160,C,1,1,C,1,1,C
qa_3164,A,1,1,A,1,1,A
qa_3174,C,1,1,C,1,1,C
qa_3179,C,1,1,C,1,1,C
qa_3184,A,1,1,A,1,1,A
qa_3193,A,0,0,B,0,0,B
qa_3196,A,1,1,A,1,1,A
qa_3197,B,1,1,B,1,1,B
qa_3200,E,1,1,E,1,1,E
qa_3201,A,0,0,B,0,0,B
qa_3203,C,1,1,C,1,0,B
qa_3209,B,1,1,B,1,1,B
qa_3210,D,1,1,D,1,1,D
qa_3217,C,1,1,C,1,1,C
qa_3220,A,1,1,A,1,1,A
qa_3229,D,1,1,D,1,1,D
qa_3234,C,1,1,C,1,1,C
qa_3243,A,1,1,A,1,1,A
qa_3249,B,1,1,B,1,1,B
qa_3250,B,0,0,D,0,0,D
qa_3251,B,1,1,B,1,1,B
qa_3253,A,1,1,A,1,1,A
qa_3257,B,1,1,B,1,1,B
qa_3259,D,1,1,D,1,1,D
qa_3261,B,0,0,A,0,0,A
qa_3265,A,0,0,C,0,0,C
qa_3279,A,1,1,A,1,1,A
qa_3286,C,1,1,C,1,1,C
qa_3288,B,1,1,B,1,1,B
qa_3289,C,1,1,C,1,1,C
qa_3292,C,0,0,A,0,0,A
qa_3296,D,1,1,D,1,1,D
qa_3299,A,1,1,A,1,1,A
qa_3313,C,1,1,C,1,1,C
qa_3316,A,1,1,A,1,1,A
qa_3318,B,1,1,B,1,1,B
qa_3329,A,1,1,A,1,1,A
qa_3334,A,1,1,A,1,1,A
qa_3335,D,1,1,D,1,1,D
qa_3336,B,1,1,B,1,1,B
qa_3340,D,0,0,C,0,0,C
qa_3341,D,1,1,D,1,1,D
qa_3342,D,1,1,D,1,1,D
qa_3343,D,1,1,D,1,1,D
qa_3349,C,1,1,C,1,1,C
qa_3350,A,1,1,A,1,1,A
qa_3355,D,1,1,D,1,1,D
qa_3361,D,1,1,D,1,1,D
qa_3362,A,1,1,A,1,1,A
qa_3365,D,1,1,D,1,1,D
qa_3366,D,1,1,D,1,1,D
qa_3371,A,1,1,A,1,1,A
qa_3372,A,0,0,D,0,0,D
qa_3374,B,1,1,B,1,1,B
qa_3381,B,1,1,B,1,1,B
qa_3383,B,1,1,B,1,1,B
qa_3387,B,0,1,B,0,1,B
qa_3388,A,0,0,B,0,0,B
qa_3396,A,1,1,A,1,1,A
qa_3398,D,1,1,D,1,1,D
qa_3400,D,0,1,D,0,1,D
qa_3406,C,1,1,C,1,1,C
qa_3412,D,1,1,D,1,1,D
qa_3413,A,0,1,A,0,1,A
qa_3415,D,1,1,D,1,1,D
qa_3419,B,1,1,B,1,1,B
qa_3422,B,1,1,B,1,1,B
qa_3424,C,1,1,C,1,1,C
qa_3427,B,1,1,B,1,1,B
qa_3431,A,1,1,A,1,1,A
qa_3436,B,1,1,B,1,1,B
qa_3437,D,1,1,D,1,1,D
qa_3438,A,1,1,A,1,1,A
qa_3443,D,0,1,D,0,1,D
qa_3445,B,1,1,B,1,0,C
qa_3447,B,1,1,B,1,1,B
qa_3448,B,1,1,B,1,1,B
qa_3456,D,0,0,C,0,0,B
qa_3459,A,1,1,A,1,1,A
qa_3471,A,1,1,A,1,1,A
qa_3477,C,1,1,C,1,1,C
qa_3480,C,1,1,C,1,1,C
qa_3481,B,0,0,A,0,0,A
qa_3487,B,0,1,B,0,1,B
qa_3488,B,1,1,B,1,1,B
qa_349,B,1,1,B,1,1,B
qa_3492,C,1,1,C,1,1,C
qa_3497,D,0,0,B,0,0,B
qa_35,A,1,1,A,1,1,A
qa_3500,B,1,1,B,1,1,B
qa_3504,C,1,1,C,1,1,C
qa_3505,A,1,1,A,1,1,A
qa_3507,B,1,1,B,1,1,B
qa_3515,C,1,1,C,1,1,C
qa_3521,B,1,1,B,1,1,B
qa_3524,C,1,1,C,1,1,C
qa_3529,B,1,1,B,1,1,B
qa_3536,A,1,1,A,1,1,A
qa_3537,B,1,1,B,1,1,B
qa_3542,A,1,1,A,1,1,A
qa_3548,B,0,0,A,0,0,A
qa_3558,D,0,0,A,0,0,A
qa_3559,A,0,0,D,0,1,A
qa_3562,D,1,1,D,1,1,D
qa_3565,B,1,1,B,1,1,B
qa_3569,A,1,1,A,1,1,A
qa_3573,A,1,1,A,1,1,A
qa_3574,B,1,1,B,1,1,B
qa_3584,A,1,1,A,1,1,A
qa_3586,B,0,0,C,0,0,C
qa_3589,B,1,1,B,1,0,A
qa_359,A,1,1,A,1,1,A
qa_3590,B,1,1,B,1,1,B
qa_3592,C,1,1,C,1,1,C
qa_3595,C,1,1,C,1,1,C
qa_3596,A,1,1,A,1,1,A
qa_3600,C,1,1,C,1,1,C
qa_3604,D,1,1,D,1,1,D
qa_3606,B,1,1,B,1,1,B
qa_3615,A,1,1,A,1,1,A
qa_3618,A,1,1,A,1,1,A
qa_362,D,1,1,D,1,1,D
qa_3623,D,1,1,D,1,1,D
qa_3626,A,0,1,A,0,0,D
qa_3636,C,1,1,C,1,1,C
qa_3638,C,1,0,D,1,1,C
qa_3640,A,1,1,A,1,1,A
qa_3641,C,1,1,C,1,1,C
qa_3643,C,0,1,C,0,0,B
qa_3645,C,0,0,A,0,0,A
qa_3648,B,1,1,B,1,1,B
qa_3649,C,1,1,C,1,1,C
qa_3654,D,1,1,D,1,1,D
qa_3665,C,1,1,C,1,1,C
qa_3672,A,1,1,A,1,1,A
qa_3673,A,1,1,A,1,1,A
qa_3675,E,0,0,A,0,0,A
qa_3676,A,1,1,A,1,1,A
qa_3678,D,1,1,D,1,0,A
qa_3679,C,1,1,C,1,1,C
qa_3680,C,0,0,D,0,0,D
qa_3682,C,1,1,C,1,1,C
qa_3687,D,1,1,D,1,1,D
qa_3688,D,1,1,D,1,1,D
qa_3693,D,1,1,D,1,0,A
qa_3697,D,0,0,B,0,0,B
qa_3699,C,1,1,C,1,1,C
qa_3704,A,1,1,A,1,1,A
qa_3707,D,1,1,D,1,1,D
qa_3715,E,0,0,B,0,0,B
qa_3717,C,1,1,C,1,1,C
qa_3719,B,0,0,D,0,0,D
qa_3721,A,1,1,A,1,1,A
qa_3722,C,1,1,C,1,1,C
qa_3723,D,1,1,D,1,1,D
qa_3733,C,1,1,C,1,1,C
qa_3737,A,1,1,A,1,1,A
qa_3750,A,1,1,A,1,1,A
qa_3753,C,1,1,C,1,1,C
qa_3758,C,1,1,C,1,1,C
qa_3760,A,1,1,A,1,1,A
qa_3767,B,1,1,B,1,1,B
qa_3773,C,1,1,C,1,1,C
qa_3779,A,1,1,A,1,1,A
qa_3782,A,1,1,A,1,1,A
qa_3784,A,1,1,A,1,1,A
qa_3789,B,1,1,B,1,1,B
qa_3794,A,1,1,A,1,1,A
qa_3797,C,1,1,C,1,1,C
qa_3802,B,1,1,B,1,1,B
qa_3803,A,1,1,A,1,1,A
qa_3805,B,1,1,B,1,1,B
qa_382,A,1,1,A,1,1,A
qa_3822,C,0,0,B,0,0,B
qa_3824,B,1,1,B,1,1,B
qa_3826,D,1,1,D,1,1,D
qa_3828,B,1,1,B,1,1,B
qa_3832,B,1,1,B,1,1,B
qa_3833,C,1,1,C,1,1,C
qa_3834,D,1,1,D,1,1,D
qa_3841,C,0,0,B,0,0,B
qa_3844,E,0,0,A,0,0,A
qa_3849,B,1,1,B,1,1,B
qa_3861,A,1,1,A,1,1,A
qa_3864,B,1,1,B,1,1,B
qa_3868,A,1,1,A,1,1,A
qa_3870,D,1,1,D,1,1,D
qa_3871,D,0,1,D,0,1,D
qa_3874,B,1,1,B,1,1,B
qa_3883,D,1,1,D,1,1,D
qa_3884,D,1,1,D,1,1,D
qa_3891,C,1,1,C,1,1,C
qa_3896,A,1,1,A,1,1,A
qa_3898,C,0,0,B,0,1,C
qa_3900,C,1,1,C,1,1,C
qa_3901,C,1,1,C,1,1,C
qa_3902,D,0,0,B,0,1,D
qa_3911,C,0,0,B,0,0,B
qa_3912,C,1,1,C,1,1,C
qa_3914,C,0,0,B,0,0,B
qa_3915,C,1,1,C,1,1,C
qa_3917,D,1,1,D,1,1,D
qa_3924,A,1,1,A,1,1,A
qa_3927,D,1,1,D,1,1,D
qa_3930,B,1,0,A,1,0,A
qa_3934,A,1,1,A,1,1,A
qa_3938,A,1,1,A,1,1,A
qa_3941,C,1,1,C,1,1,C
qa_3944,B,1,1,B,1,1,B
qa_3949,B,0,0,C,0,1,B
qa_3956,B,1,1,B,1,1,B
qa_3957,C,1,1,C,1,1,C
