sample_key,gold_answer,final_correct_qwen_nopc,final_correct_qwen_wpc
qa_6384,B,1,1
qa_6385,C,1,1
qa_6388,B,1,1
qa_6394,C,1,1
qa_6397,C,1,1
qa_6399,A,1,0
qa_6400,C,0,0
qa_6401,C,1,1
qa_6409,B,1,1
qa_6418,B,1,1
qa_6422,D,0,0
qa_6429,B,1,1
qa_6434,A,0,0
qa_6436,C,1,1
qa_6438,C,1,1
qa_6440,A,1,1
qa_6444,C,1,1
qa_6452,D,1,1
qa_6457,A,1,1
qa_6462,C,1,1
qa_6466,C,1,1
qa_6467,A,1,1
qa_6473,B,1,1
qa_6475,C,1,1
qa_6487,D,1,1
qa_6488,B,1,1
qa_6491,A,1,1
qa_6496,C,1,1
qa_6500,A,1,1
qa_6502,A,1,1
qa_6505,C,0,1
qa_6507,C,1,1
qa_6508,C,1,1
qa_6510,A,1,1
qa_6517,D,1,1
qa_6519,A,0,0
qa_6530,D,1,1
qa_6548,B,1,1
qa_6568,A,0,1
qa_6569,A,0,0
qa_6573,A,0,1
qa_6574,D,1,1
qa_6589,B,1,1
qa_6592,D,1,1
qa_6596,B,1,1
qa_660,E,0,0
qa_6609,D,1,1
qa_6618,B,1,1
qa_6620,A,1,1
qa_6627,B,1,1
qa_6650,B,0,0
qa_6659,C,1,1
qa_6666,D,1,1
qa_6699,C,1,1
qa_6709,B,1,1
qa_6741,C,1,1
qa_6743,D,1,1
qa_6744,B,1,1
qa_6751,A,1,1
qa_6771,B,1,1
qa_6787,C,1,1
qa_6804,C,1,1
qa_6859,C,1,1
qa_6864,B,1,1
qa_687,C,0,0
qa_6879,C,1,1
qa_6882,D,1,1
qa_6885,A,0,0
qa_6895,A,0,0
qa_6903,A,1,1
qa_6906,A,1,1
qa_6909,A,1,1
qa_6912,E,1,1
qa_6913,A,1,1
qa_6914,D,1,1
qa_6927,B,1,1
qa_6929,D,1,1
qa_6932,B,1,1
qa_694,E,1,1
qa_6942,D,1,1
qa_6948,C,0,0
qa_6983,A,0,0
qa_6984,D,0,0
qa_6997,A,1,1
qa_6998,E,1,1
qa_7035,A,1,1
qa_7038,B,1,1
qa_7039,D,0,0
qa_7047,B,1,1
qa_705,E,0,0
qa_7065,D,1,1
qa_7079,D,1,1
qa_7160,C,1,1
qa_7196,B,1,1
qa_7205,B,1,1
qa_7209,C,1,1
qa_721,A,1,1
qa_7229,A,1,1
qa_7232,B,1,1
qa_7269,B,1,1
qa_7290,D,1,1
qa_7307,A,1,1
qa_7332,B,1,1
qa_7360,B,1,1
qa_740,B,0,0
qa_7423,E,0,0
qa_7428,C,1,1
qa_7440,C,0,0
qa_7442,A,0,0
qa_7531,D,1,1
qa_754,A,1,1
qa_7551,C,1,1
qa_7559,C,1,1
qa_757,J,0,0
qa_7572,A,1,1
qa_7582,B,1,1
qa_7599,D,1,1
qa_7604,B,1,1
qa_7613,B,1,1
qa_7619,B,1,1
qa_7629,C,1,1
qa_7632,A,1,1
qa_7637,D,1,1
qa_7642,A,1,1
qa_7644,B,1,1
qa_7653,D,0,1
qa_7658,C,1,1
qa_7661,B,1,1
qa_7667,B,1,1
qa_7669,A,0,0
qa_7678,B,1,1
qa_7683,D,0,0
qa_7689,D,0,0
qa_7693,C,0,0
qa_7694,A,1,1
qa_7696,A,1,1
qa_7697,A,0,0
qa_7700,B,1,1
qa_7706,A,1,1
qa_7711,D,1,1
qa_7729,C,1,1
qa_7730,C,1,1
qa_7733,B,1,1
qa_7745,B,1,1
qa_7747,B,1,1
qa_7749,C,1,1
qa_7758,A,1,1
qa_7761,C,1,1
qa_7764,B,1,1
qa_7779,C,1,1
qa_778,A,1,1
qa_7782,C,1,1
qa_7786,D,1,1
qa_7790,D,1,1
qa_7792,D,1,1
qa_7795,A,1,1
qa_7796,A,1,1
qa_7799,B,1,1
qa_7800,B,1,1
qa_7801,B,1,0
qa_7805,B,1,1
qa_7808,D,1,1
qa_7820,C,1,1
qa_7833,B,1,1
qa_7840,A,1,1
qa_7848,B,0,0
qa_7855,C,1,1
qa_7856,D,1,1
qa_7860,A,1,1
qa_7862,A,1,1
qa_7878,C,1,1
qa_7890,B,1,1
qa_7891,C,1,1
qa_7901,C,1,1
qa_7903,D,0,0
qa_7908,C,1,1
qa_7911,B,0,0
qa_7912,D,1,1
qa_7918,C,1,1
qa_7919,A,1,1
qa_7930,B,1,1
qa_7933,D,1,1
qa_7937,B,1,1
qa_7940,D,1,1
qa_7941,C,1,1
qa_7942,D,1,1
qa_7951,D,1,1
qa_7958,A,1,1
qa_7963,A,0,0
qa_7966,D,1,1
qa_7968,A,1,1
qa_7971,B,1,1
qa_7975,D,1,1
qa_7991,C,1,1
qa_7998,B,1,1
qa_8004,B,0,0
qa_8006,B,1,1
qa_8010,D,1,1
qa_8013,A,1,1
qa_8032,A,1,1
qa_8040,B,1,1
qa_8043,A,1,1
qa_8050,B,0,0
qa_8055,C,1,1
qa_8067,A,0,1
qa_807,B,1,1
qa_8077,A,1,1
qa_8087,D,1,1
qa_8114,C,1,1
qa_812,B,0,0
qa_8122,C,1,1
qa_8131,D,1,1
qa_8133,B,1,1
qa_8134,C,1,1
qa_8143,B,1,1
qa_8145,B,1,1
qa_8147,B,1,1
qa_8151,B,1,1
qa_8157,B,1,1
qa_8162,B,1,1
qa_8172,A,0,0
qa_8177,B,1,1
qa_8182,C,1,1
qa_8183,D,1,1
qa_8191,D,1,1
qa_8198,C,1,1
qa_8222,B,0,1
qa_8226,B,1,1
qa_8228,B,1,1
qa_8231,A,1,1
qa_8249,A,1,1
qa_8256,B,1,1
qa_8258,D,1,1
qa_8268,C,1,1
qa_8269,D,1,1
qa_827,A,1,1
qa_8277,D,1,1
qa_8281,C,1,1
qa_8285,D,0,0
qa_8305,B,1,1
qa_8306,C,1,1
qa_8330,A,1,1
qa_8333,C,1,1
qa_8360,B,1,1
qa_8361,B,1,1
qa_8365,C,1,1
qa_837,D,1,1
qa_8374,B,1,1
qa_8377,D,0,0
qa_8379,C,1,1
qa_8394,B,1,1
qa_8399,B,1,1
qa_8404,D,1,1
qa_8409,D,1,1
qa_8414,A,1,1
qa_8424,A,1,1
qa_8425,C,1,1
qa_8428,D,1,1
qa_8440,B,1,0
qa_8441,C,1,1
qa_8442,B,1,1
qa_8443,C,1,0
qa_8447,A,1,1
qa_8448,A,0,0
qa_8452,C,0,1
qa_8457,D,1,1
qa_8459,C,1,1
qa_8467,C,1,1
qa_8476,B,1,1
qa_8481,A,1,1
qa_8486,C,1,1
qa_8492,B,1,1
qa_8496,A,1,1
qa_8500,D,1,1
qa_8501,C,1,1
qa_8508,B,1,0
qa_8511,A,1,1
qa_8512,B,1,1
qa_8513,D,1,1
qa_8514,B,1,1
qa_8517,A,1,1
qa_8519,C,1,1
qa_8527,D,1,1
qa_8528,D,1,1
qa_8531,D,1,1
qa_8533,B,1,1
qa_8543,A,1,1
qa_8554,C,1,1
qa_8556,C,0,0
qa_8559,D,1,1
qa_8560,A,0,0
qa_8573,C,1,1
qa_8581,D,1,1
qa_8589,D,1,1
qa_8597,A,1,1
qa_8600,D,1,1
qa_8613,A,1,1
qa_8615,A,1,1
qa_8618,C,1,1
qa_8629,C,1,1
qa_863,A,1,1
qa_8632,A,1,1
qa_8635,A,1,1
qa_8639,A,0,0
qa_8643,B,1,1
qa_8644,B,1,1
qa_8645,C,1,1
qa_8648,B,1,1
qa_8654,B,0,0
qa_8658,C,1,1
qa_8664,A,1,1
qa_8675,B,0,0
qa_8679,A,1,1
qa_8681,A,1,1
qa_8686,C,1,1
qa_8694,D,1,1
qa_8695,C,1,1
qa_8704,C,1,1
qa_8705,C,1,1
qa_8712,D,1,1
qa_8717,D,1,1
qa_8719,B,1,1
qa_8726,D,1,0
qa_8728,D,1,1
qa_8735,B,1,1
qa_8739,A,1,1
qa_8740,E,0,0
qa_8743,D,1,1
qa_8744,A,1,1
qa_8756,C,1,1
qa_8759,A,1,1
qa_8767,D,1,1
qa_8779,A,1,1
qa_8782,B,1,1
qa_8787,B,0,0
qa_8792,C,1,1
qa_8796,A,1,1
qa_8801,D,1,1
qa_8803,D,0,0
qa_8805,D,1,1
qa_8806,B,1,1
qa_8814,A,1,1
qa_8819,A,1,1
qa_8825,C,1,1
qa_8828,D,1,1
qa_8829,C,1,1
qa_8831,A,1,1
qa_8833,C,1,1
qa_8837,D,1,1
qa_8844,D,1,1
qa_8851,B,1,1
qa_8858,C,1,1
qa_8859,A,1,1
qa_8862,A,1,1
qa_8866,C,1,1
qa_8870,C,1,1
qa_8873,D,1,1
qa_8874,A,1,1
qa_8876,D,1,1
qa_8881,C,1,1
qa_8888,B,1,1
qa_8890,C,1,1
qa_8901,D,1,0
qa_8902,C,1,1
qa_8911,B,1,1
qa_8912,D,1,1
qa_8913,A,1,1
qa_8917,A,1,1
qa_8920,A,1,1
qa_8926,A,1,1
qa_8928,C,1,1
qa_8933,C,1,1
qa_8934,D,1,1
qa_8935,D,1,1
qa_8936,A,1,1
qa_8938,C,1,1
qa_8943,B,1,1
qa_8949,C,1,1
qa_8953,B,1,1
qa_8955,B,1,1
qa_8957,B,1,1
qa_8958,B,1,1
qa_8961,A,1,0
qa_8963,B,1,1
qa_8970,C,1,1
qa_8971,B,1,1
qa_8975,D,1,1
qa_8979,B,1,1
qa_8982,A,1,0
qa_9000,A,1,1
qa_9003,A,1,1
qa_9015,B,1,1
qa_9016,D,1,1
qa_9019,B,1,1
qa_9020,A,1,1
qa_9022,D,1,1
qa_9029,B,0,0
qa_905,E,0,0
qa_9057,A,1,1
qa_9073,B,1,1
qa_9080,D,1,1
qa_9084,A,1,1
qa_9089,A,1,1
qa_9092,C,1,1
qa_9095,B,1,1
qa_9100,D,1,1
qa_9101,B,1,1
qa_9102,B,1,1
qa_9107,D,1,1
qa_9123,C,1,1
qa_9124,C,1,1
qa_9126,A,1,1
qa_9127,B,1,1
qa_9128,C,1,1
qa_9138,B,1,1
qa_9142,C,1,1
qa_9144,B,1,1
qa_9146,A,1,1
qa_9148,A,1,1
qa_9149,A,1,1
qa_9150,D,1,1
qa_9155,A,1,1
qa_9161,C,1,1
qa_9166,C,1,1
qa_9167,D,1,1
qa_9174,D,1,1
qa_9175,A,1,1
qa_9179,B,0,0
qa_9187,D,1,1
qa_9188,C,1,1
qa_9194,C,1,1
qa_9200,B,1,1
qa_9201,D,1,1
qa_9207,C,1,1
qa_9211,A,1,1
qa_9220,C,1,1
qa_9222,C,1,1
qa_9224,D,0,1
qa_9226,B,1,1
qa_924,A,1,1
qa_9243,D,1,1
qa_9252,B,1,1
qa_9255,C,1,1
qa_9261,C,1,1
qa_9263,A,1,1
qa_9267,B,1,1
qa_9271,D,1,1
qa_9275,A,1,1
qa_9277,B,1,1
qa_9280,A,1,1
qa_9283,A,1,1
qa_93,A,0,0
qa_9305,B,1,1
qa_9308,B,1,1
qa_9311,D,1,1
qa_9312,D,1,1
qa_9314,A,0,1
qa_9315,D,1,1
qa_9317,C,1,1
qa_9319,A,1,1
qa_9320,A,0,0
qa_9321,A,1,1
qa_9329,C,1,1
qa_9350,B,1,1
qa_9358,B,1,1
qa_9364,B,1,1
qa_9366,B,1,1
qa_9367,C,1,1
qa_9380,A,1,1
qa_9389,C,1,1
qa_9391,C,1,1
qa_9405,C,1,1
qa_941,E,1,1
qa_9423,C,1,1
qa_9428,D,0,0
qa_9433,A,1,1
qa_9436,C,1,1
qa_9438,A,1,1
qa_9439,D,1,1
qa_9447,C,1,1
qa_9450,C,1,1
qa_9457,A,1,1
qa_946,D,1,1
qa_9467,A,1,1
qa_9468,C,1,1
qa_9479,A,1,1
qa_9486,A,1,1
qa_9487,A,1,1
qa_9490,B,0,0
qa_9491,B,1,1
qa_9503,C,1,1
qa_9507,B,1,1
qa_9508,B,0,0
qa_9514,B,1,1
qa_9515,B,1,1
qa_9529,A,1,1
qa_9531,D,1,1
qa_9535,D,1,1
qa_9539,C,1,1
qa_9548,A,1,1
qa_9553,B,1,1
qa_9563,C,1,1
qa_9567,A,0,0
qa_9568,A,1,1
qa_9573,C,1,1
qa_9575,B,1,1
qa_9577,C,1,1
qa_9593,C,1,1
qa_9613,B,1,1
qa_9644,A,1,1
qa_9752,A,1,1
qa_9763,A,0,0
qa_9777,A,1,1
qa_9884,B,1,1
qa_9928,A,1,1
qa_9940,A,0,0
