run_label,sample_key,reasoner_answer,final_answer,gold_answer,regex_label,of_which_context_driven,llm_label,llm_reasoning,final_label,label_source
"QKG w/ context (Qwen V, with patient context)",qa_4151,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_756,E,G,G,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2554,A,C,C,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"The decisive evidence for rejecting option A explicitly cites KG annotations ('KG annotations for spironolactone specifically recommend it for NYHA class III/IV heart failure with LVEF ≤35%') and the evidence for supporting option C grounds the contradiction in trial inclusion criteria and patient-context matching against those criteria, both of which are KG-supported applicability determinations.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",medqa_7449,A,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1619,A,C,C,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_208,B,C,C,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_5488,C,D,D,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2162,A,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1394,B,D,D,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The evidence rests on clinical teratology knowledge and epidemiological associations ('Clinical teratology resources and epidemiological studies strongly associate pregestational diabetes with conotruncal defects') rather than citing a specific KG entity, relation, or patient-context-conditioned annotation.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_2074,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1523,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_394,A,J,J,UNCLASSIFIED,False,LIKELY_LEAKAGE,"Both decisive claims rest on clinical pattern recognition (galactorrhea + headaches + hypoglycemia → MEN1/prolactinoma) and differential diagnosis reasoning (ruling out factitious disorder via occupation distractor) without citing specific KG edges, relations, or patient-context annotations.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_3960,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_7043,A,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2275,A,D,D,MIXED,True,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8801,A,D,D,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_62,B,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_142,A,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_4827,D,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5427,D,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_9226,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8040,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6147,C,D,D,UNCLASSIFIED,False,LIKELY_LEAKAGE,"Both decisive claims rest on clinical/mechanistic knowledge (muscle cramping from rapid fluid shifts in HD, glucose absorption stimulating VLDL synthesis in PD) with explicit acknowledgment that KG searches returned no relevant dialysis-specific edges, indicating the validator is applying parametric medical knowledge rather than KG-grounded evidence.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_2100,A,C,C,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_11449,B,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_1286,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3982,A,D,D,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6505,B,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8476,A,B,B,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3040,D,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_9009,B,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medmcqa_3459,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8157,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_6011,B,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_4947,B,C,C,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_1684,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_363,A,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_7942,B,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_5664,C,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3487,C,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",medqa_4357,B,C,C,UNCLASSIFIED,False,LIKELY_LEAKAGE,"The evidence rests on 'established treatment algorithms' and 'standard-of-care' clinical practice without citing any specific KG entity, relation, or patient-context annotation; it is a pure parametric assertion of guideline-based medical knowledge.",LIKELY_LEAKAGE,llm
"QKG w/ context (Qwen V, with patient context)",qa_2737,C,A,A,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"All three decisive evidence strings explicitly cite KG associations between Kallmann syndrome and 'Hypothalamic gonadotropin-releasing hormone deficiency', which directly grounds the contradiction of Option C's claim of increased GnRH and supports Option A's correct hormone profile.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_533,I,J,J,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3443,B,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2790,D,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_140,A,G,G,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",medqa_34,A,C,C,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6294,D,A,A,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_539,F,I,I,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8426,D,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_542,F,B,B,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_8452,B,C,C,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_7817,B,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_2096,C,A,A,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_3898,B,C,C,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",qa_2202,B,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_1951,C,A,A,MIXED,False,,,MIXED,regex
"QKG w/ context (Qwen V, with patient context)",MedXpertQA_318,C,D,D,LIKELY_KG_SUPPORTED,True,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_7723,C,D,D,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_6385,D,C,C,UNCLASSIFIED,False,LIKELY_KG_SUPPORTED,"The evidence explicitly cites KG restrictions on methotrexate indication ('KG does not support methotrexate as the initial next step'; 'its indication is restricted to gestational trophoblastic neoplasia') and contrasts this with the KG-supported standard intervention (suction curettage), making the contradiction grounded in specific KG entity/relation edges.",LIKELY_KG_SUPPORTED,llm
"QKG w/ context (Qwen V, with patient context)",qa_6216,C,A,A,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
"QKG w/ context (Qwen V, with patient context)",qa_7678,C,B,B,LIKELY_KG_SUPPORTED,False,,,LIKELY_KG_SUPPORTED,regex
"QKG w/ context (Qwen V, with patient context)",qa_5180,C,B,B,LIKELY_LEAKAGE,False,,,LIKELY_LEAKAGE,regex
